rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,,,
3955,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,1,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,18.4498,0.0015,-0.0015,0,0.091,0.013,-0.016,0,2.25,0.53,-0.96,0,0.201,0.047,-0.086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.59,-0.81,0,314,67,-64,0,87.983,1.593,-0.08,0,2456822.6712,0.0025,-0.0033,0,BJD-TDB,0,0.9261,0.008,-0.4929,0,,,,,2.8397,0.0074,-0.5492,0,26.3,31.8,-0.74,0,0.06669,0.0006,-0.01307,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,M2.5 V,3390,150,-150,0,0.31,0.11,-0.11,0,0.3,0.14,-0.14,0,-0.25,0.2,-0.2,0,[Fe/H],-1.921,0.263,-0.778,0,,,,,1,,,-1,9.88,4.25,-4.25,0,,,,,,,,,-31.02,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2016-01-20,2016-02,2016-01-21,0,0,0,0,0,0,,,
3956,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,0,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,18.448653,,,0,,,,,3.33,,,0,0.297,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456822.671,,,0,BJD,0,0.68,,,0,0.345,,,0,2.49,,,0,,,,,0.05692,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3765,,,0,0.52,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2015-12-05,2016-01,2015-12-05,0,0,0,0,0,0,,,
3957,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,0,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,18.4474,0.0015,-0.0015,0,0.1098,0.0058,-0.0058,0,5.6,4.5,-4.5,0,0.5,0.401,-0.401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,1.6,-1.6,0,,,,,,,,,2456822.6744,0.0028,-0.0028,0,BJD-TDB,0,,,,,,,,,2.93,0.39,-0.39,0,,,,,0.11,0.28,-0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4052,120,-120,0,0.47,0.07,-0.07,0,0.52,0.08,-0.08,0,,,,,,,,,,4.82,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2016-07-14,2016-09,2016-07-18,0,0,0,0,0,0,,,
3958,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,0,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,18.44883,0.00137,-0.00137,0,,,,,1.6,0.42,-0.42,0,0.143,0.037,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,14,-14,0,,,,,2456822.6723,0.003,-0.003,0,BJD,0,,,,,,,,,,,,,74.76,6.66,-6.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3468,20,-19,0,0.25,0.04,-0.03,0,,,,,-0.46,0.12,-0.1,0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2015-12-05,2015-08,2015-12-05,0,0,0,0,0,0,,,
3959,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,0,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,18.44883,0.00137,-0.00137,0,0.0848,0.005,-0.005,0,1.6,0.42,-0.42,0,0.143,0.037,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,14,-14,0,,,,,2456822.6723,0.003,-0.003,0,BJD,0,,,,,0.283,,,0,,,,,74.76,6.66,-6.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3468,20,-19,0,0.25,0.04,-0.03,0,0.24,0.05,-0.03,0,-0.46,0.12,-0.1,0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2016-01-20,2015-08,2015-07-16,0,0,0,0,0,0,,,
3960,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,0,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.44951,0.00057,-0.00059,0,,,,,3.09,0.58,-0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456822.66979,0.001,-0.00104,0,BJD,0,,,,,0.399,0.012,-0.013,0,2.4144,0.096,-0.1104,0,57.4,11.7,-5.3,0,0.0605,0.0026,-0.0044,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.47,0.09,-0.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2019-09-05,2019-09,2019-09-05,0,0,0,0,0,0,,,
3961,K2-9 b,K2-9,b,,,TIC 82050863,Gaia DR2 3795633852707093120,0,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,18.4474,0.0015,-0.0015,0,,,,,5.6,4.5,-4.5,0,0.5,0.4,-0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456822.6744,0.0028,-0.0028,0,BJD,0,,,,,,,,,2.9304,0.3912,-0.3912,0,,,,,0.11,0.28,-0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4052,120,-120,0,0.47,0.07,-0.07,0,,,,,,,,,,,,,,4.82,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.263724,+00d00m19.47s,0.0054085,58.53508,269.7595,-1.480162,176.5698,172.8159555,0.0996424,-0.0996424,-170.752,0.100361,-0.100361,26.6291,0.0633969,-0.0633969,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,,,,15.86,0.195,-0.195,12.451,0.024,-0.024,11.71,0.022,-0.022,11.495,0.023,-0.023,,,,,,,,,,,,,,,,11.348,0.022,-0.022,11.214,0.021,-0.021,11.354,0.193,-0.193,8.812,,,14.8665,0.000584,-0.000584,,,,13.7256,0.0073494,-0.0073494,14.957,,,2016-07-18,2016-09,2016-07-18,0,0,0,0,0,0,,,
11308,Kepler-1540 b,Kepler-1540,b,,,TIC 237158408,Gaia DR2 2104452752917443584,0,2,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,125.4131177,0.0004189,-0.0004189,0,0.4198,,,0,2.3,0.17,-0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.75,0.23,-0.21,0,238,,,0,89.95,,,0,2455028.62717,0.00264,-0.00264,0,BJD,0,0.0198,0.4976,-0.0197,0,0.14039,0.00741,-0.00741,0,2.2134,0.0956,-0.0956,0,447,32.1,-32.1,0,0.03296,0.00221,-0.0011,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4366,129,-130,0,0.64,0.05,-0.06,0,0.63,0.06,-0.06,0,-0.18,0.3,-0.32,0,[Fe/H],,,,,4.62,0.05,-0.03,0,,,,0,107.4492,7.7049,-53.6071,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m22.69s,283.3445555,+41d12m06.32s,41.2017544,17.13917,70.99509,63.58066,292.9729,8.1298099,0.0270122,-0.0270122,7.08598,0.0264503,-0.0264503,-3.98531,0.0287165,-0.0287165,244.96,0.903,-0.896,4.05339,0.0148749,-0.0148749,15.809,0,0,14.429,0.08,-0.08,12.25,0.023,-0.023,11.664,0.026,-0.026,11.519,0.023,-0.023,17.8154,0.0121758,-0.0121758,15.2162,0.0034738,-0.0034738,14.0399,0.0035533,-0.0035533,16.9841,0.0159126,-0.0159126,13.3819,0.0043568,-0.0043568,11.446,0.024,-0.024,11.515,0.022,-0.022,11.371,0.147,-0.147,8.344,,,14.0831,0.000281,-0.000281,,,,13.3323,0.0061,-0.0061,14.073,,,2014-11-18,2014-12-04,2014-11-18,2,0,0,0,0,0,,,
11309,Kepler-1540 b,Kepler-1540,b,,,TIC 237158408,Gaia DR2 2104452752917443584,0,2,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,125.41328124,4.48E-06,-4.48E-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455028.624712,0.003883,-0.003883,0,BJD,0,,,,,0.1358,,,0,2.1644,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4323,122,-122,0,0.7,,,0,0.68,,,0,,,,,,-0.818,,,0,4.58,,,0,,,,,2.833,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m22.69s,283.3445555,+41d12m06.32s,41.2017544,17.13917,70.99509,63.58066,292.9729,8.1298099,0.0270122,-0.0270122,7.08598,0.0264503,-0.0264503,-3.98531,0.0287165,-0.0287165,244.96,0.903,-0.896,4.05339,0.0148749,-0.0148749,15.809,0,0,14.429,0.08,-0.08,12.25,0.023,-0.023,11.664,0.026,-0.026,11.519,0.023,-0.023,17.8154,0.0121758,-0.0121758,15.2162,0.0034738,-0.0034738,14.0399,0.0035533,-0.0035533,16.9841,0.0159126,-0.0159126,13.3819,0.0043568,-0.0043568,11.446,0.024,-0.024,11.515,0.022,-0.022,11.371,0.147,-0.147,8.344,,,14.0831,0.000281,-0.000281,,,,13.3323,0.0061,-0.0061,14.073,,,2016-07-26,2016-07,2016-07-28,2,0,0,0,0,0,,,
11310,Kepler-1540 b,Kepler-1540,b,,,TIC 237158408,Gaia DR2 2104452752917443584,0,2,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,125.4132302,0.0003895,-0.0003895,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,2455028.62605,0.00244,-0.00244,0,BJD,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4323,122,-122,0,0.7,,,0,0.68,,,0,,,,,,-0.818,,,0,4.58,,,0,,,,,2.833,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m22.69s,283.3445555,+41d12m06.32s,41.2017544,17.13917,70.99509,63.58066,292.9729,8.1298099,0.0270122,-0.0270122,7.08598,0.0264503,-0.0264503,-3.98531,0.0287165,-0.0287165,244.96,0.903,-0.896,4.05339,0.0148749,-0.0148749,15.809,0,0,14.429,0.08,-0.08,12.25,0.023,-0.023,11.664,0.026,-0.026,11.519,0.023,-0.023,17.8154,0.0121758,-0.0121758,15.2162,0.0034738,-0.0034738,14.0399,0.0035533,-0.0035533,16.9841,0.0159126,-0.0159126,13.3819,0.0043568,-0.0043568,11.446,0.024,-0.024,11.515,0.022,-0.022,11.371,0.147,-0.147,8.344,,,14.0831,0.000281,-0.000281,,,,13.3323,0.0061,-0.0061,14.073,,,2018-09-25,2018-08-16,2018-09-25,2,0,0,0,0,0,,,
