,pl_name,pl_orbper,pl_eqt,pl_orbeccen,st_rad,pl_imppar,pl_orbincl,pl_insol,pl_ratdor,pl_trandep
351,G 9-40 b,5.746007,456.0,0.0,0.31,0.672,88.57,7.2,27.0,0.365
594,HAT-P-11 b,4.88780308,800.0,0.0,0.76,0.054000000000000006,89.82,96.67,16.7084,0.43158
597,HAT-P-11 b,4.88780271,801.0,0.0,0.77,0.026000000000000002,89.95,97.1,16.7184,0.43421000000000004
598,HAT-P-11 b,4.88780271,801.0,0.0,0.77,0.026000000000000002,89.95,97.1,16.7184,0.43421000000000004
599,HAT-P-11 b,4.88780271,801.0,0.0,0.77,0.026000000000000002,89.95,97.1,16.7184,0.43421000000000004
708,HAT-P-25 b,3.65281514,1182.0,0.023,0.92,0.34700000000000003,88.22,325.0,10.9,0.0161
724,HAT-P-29 b,5.72339,1271.0,0.075,1.24,0.41700000000000004,87.99,433.0,11.56,0.782
754,HAT-P-32 b,2.1500082000000003,1836.0,0.159,1.37,0.083,88.98,1841.0,5.343999999999999,2.2159999999999997
773,HAT-P-36 b,1.3273466,1820.0,0.063,1.11,0.373,85.19,1821.0,4.665,1.588
862,HAT-P-7 b,2.20473536,2025.0,0.0,1.99,0.001,89.95,3973.7,4.707268,0.66906
863,HAT-P-7 b,2.20473542,2048.0,0.0,1.95,0.22399999999999998,87.21,4148.92,4.602,0.66747
864,HAT-P-7 b,2.20473536,2025.0,0.0,1.99,0.001,89.95,3973.7,4.707268,0.66906
869,HAT-P-7 b,2.20473536,2025.0,0.0,1.99,0.001,89.95,3973.7,4.707268,0.66906
883,HAT-P-9 b,3.92281072,1540.0,0.084,1.34,0.51,86.44,931.0,8.5,1.1440000000000001
937,HATS-36 b,4.1752387,1356.0,0.105,1.16,0.452,87.61,561.0,10.1,1.4
1226,HD 136352 b,11.57779,911.0,0.079,1.01,0.41,88.86,114.0,20.6,0.018000000000000002
1229,HD 136352 c,27.5909,682.0,0.037000000000000005,1.01,0.8540000000000001,88.65799999999999,36.0,36.76,0.0558
1243,HD 1397 b,11.53533,1228.0,0.251,2.34,0.17,88.99,356.0,10.1,0.2037
1606,HD 202772 A b,3.308958,2132.0,0.038,2.59,0.40299999999999997,84.51,3440.0,4.33,0.3755
1881,HD 332231 b,18.71204,876.0,0.032,1.28,0.133,89.68,98.09,24.21,0.4867
2341,HIP 65 A b,0.9809734,1411.0,0.0,0.72,1.169,77.18,661.0,5.289,8.2
2373,HR 858 b,3.5859900000000002,1572.0,0.3,1.31,0.59,85.5,989.7,7.87,0.0213
2374,HR 858 c,5.97293,1326.0,0.19,1.31,0.72,86.23,512.0,11.06,0.0184
2376,HR 858 d,11.23,1075.0,0.28,1.31,0.7290000000000001,87.43,217.0,16.85,0.0229
2410,K2-100 b,1.6739023999999998,1094.0,0.0,1.19,0.36,87.3,990.0,7.79,0.0703
3287,K2-266 c,7.814,664.0,0.042,0.7,0.6,88.28,32.4,20.8,0.0085
3288,K2-266 d,14.697000000000001,538.0,0.047,0.7,0.29,89.46,13.95,31.7,0.1465
3289,K2-266 e,19.482,490.0,0.043,0.7,0.36,89.45,9.58,38.2,0.127
3380,K2-28 b,2.2604455000000003,420.0,0.0,0.29,0.715,87.3,21.7,14.3,0.664
3395,K2-285 b,3.471745,1089.0,0.0,0.79,0.57,86.846,234.31,10.43,0.09699999999999999
3396,K2-285 c,7.1380479999999995,741.0,0.0,0.79,0.05,89.861,50.35,22.51,0.21
3397,K2-285 d,10.45582,620.0,0.0,0.79,0.2,89.64299999999999,24.61,32.2,0.1
3398,K2-285 e,14.762889999999999,501.0,0.0,0.79,0.17,89.79899999999999,10.5,49.43,0.068
4019,KELT-11 b,4.736529,1712.0,0.0,2.72,0.36,85.8,1433.0,4.93,0.26899999999999996
4021,KELT-12 b,5.031623000000001,1800.0,0.0,2.37,0.586,84.47,1749.0,6.08,0.596
4029,KELT-18 b,2.8717517999999997,2085.0,0.0,1.91,0.102,88.86,3152.0,5.138,0.716
4036,KELT-21 b,3.6127647000000005,2051.0,0.0,1.64,0.423,86.46,2950.0,6.86,0.99
4038,KELT-23 A b,2.255251,1561.0,0.0,1.0,0.5760000000000001,85.37,991.18,7.13,1.864
4040,KELT-24 b,5.5514925999999996,1459.0,0.077,1.51,0.134,89.17,750.9,9.95,0.753
4058,KELT-9 b,1.4811235,4050.0,0.0,2.36,0.177,86.79,44900.0,3.153,0.677
4066,KIC 5437945 b,440.786134,308.0,0.0,1.39,0.212,89.95,2.14,161.9,0.22689
4067,KIC 5437945 b,440.786134,308.0,0.0,1.39,0.212,89.95,2.14,161.9,0.22689
4069,KIC 5437945 b,440.786134,308.0,0.0,1.39,0.212,89.95,2.14,161.9,0.22689
4071,KIC 5437945 b,440.7843755,308.0,0.0,1.39,0.424,89.84,2.14,148.7,0.2579
4080,KIC 9663113 b,572.3832769999999,232.0,0.0,1.01,0.5993,89.95,0.69,159.2,0.12972999999999998
4082,KIC 9663113 b,572.3766320000001,264.0,0.0,1.3,0.7120000000000001,89.7,1.15,136.1,0.17434000000000002
4083,KIC 9663113 b,572.3832769999999,232.0,0.0,1.01,0.5993,89.95,0.69,159.2,0.12972999999999998
4139,KOI-12 b,17.8552197,942.0,0.0,1.52,0.0009,89.95,186.24,19.9926,0.9153600000000001
4142,KOI-12 b,17.85522168,911.0,0.0,1.37,0.075,89.79,163.04,19.986,0.9065200000000001
4146,KOI-12 b,17.8552197,942.0,0.0,1.52,0.0009,89.95,186.24,19.9926,0.9153600000000001
4150,KOI-12 b,17.8552197,942.0,0.0,1.52,0.0009,89.95,186.24,19.9926,0.9153600000000001
4155,KOI-1257 b,86.64763676,366.0,0.0,0.86,0.0155,89.95,4.24,167.91099999999997,0.81995
4156,KOI-1257 b,86.64763676,366.0,0.0,0.86,0.0155,89.95,4.24,167.91099999999997,0.81995
4157,KOI-1257 b,86.64764448,419.0,0.0,1.12,0.0,90.0,7.28,168.41,0.73116
4158,KOI-1257 b,86.64763676,366.0,0.0,0.86,0.0155,89.95,4.24,167.91099999999997,0.81995
4169,KOI-13 b,1.76358757,3560.0,0.0,3.03,0.3742,84.8,37958.27,4.3373,0.45988999999999997
4172,KOI-13 b,1.76358757,3560.0,0.0,3.03,0.3742,84.8,37958.27,4.3373,0.45988999999999997
4173,KOI-13 b,1.76358754,3559.0,0.0,3.03,0.512,82.71,37958.27,4.0378,0.45906
4176,KOI-13 b,1.76358757,3560.0,0.0,3.03,0.3742,84.8,37958.27,4.3373,0.45988999999999997
4184,KOI-142 b,10.91610834,758.0,0.0,0.93,0.7699,87.09,78.19,15.95,0.1479
4187,KOI-142 b,10.91610834,758.0,0.0,0.93,0.7699,87.09,78.19,15.95,0.1479
4190,KOI-1599.01,20.4071345,660.0,0.0,0.97,0.5131,88.81,44.8,20.61,0.03119
4193,KOI-1599.01,20.407484600000004,660.0,0.0,0.97,0.986,79.04,44.8,5.19,0.03634
4195,KOI-1599.01,20.4071345,660.0,0.0,0.97,0.5131,88.81,44.8,20.61,0.03119
4197,KOI-1599.01,20.4071345,660.0,0.0,0.97,0.5131,88.81,44.8,20.61,0.03119
4198,KOI-1599.02,13.6163456,755.0,0.0,0.97,1.5875,73.34,76.81,5.55,0.038439999999999995
4199,KOI-1599.02,13.616454699999998,755.0,0.0,0.97,1.19,74.91,76.81,4.57,0.037610000000000005
4201,KOI-1599.02,13.6163456,755.0,0.0,0.97,1.5875,73.34,76.81,5.55,0.038439999999999995
4204,KOI-1599.02,13.6163456,755.0,0.0,0.97,1.5875,73.34,76.81,5.55,0.038439999999999995
4207,KOI-1783.01,134.47867230000003,372.0,0.0,0.96,0.9248,89.38,4.55,94.47,0.41122
4208,KOI-1783.01,134.4785189,412.0,0.0,1.34,0.924,89.44,6.81,94.15,0.40335
4210,KOI-1783.01,134.47867230000003,372.0,0.0,0.96,0.9248,89.38,4.55,94.47,0.41122
4212,KOI-1783.01,134.47867230000003,372.0,0.0,0.96,0.9248,89.38,4.55,94.47,0.41122
4213,KOI-1783.02,284.060953,290.0,0.0,0.96,0.8446,89.95,1.68,170.0,0.16502999999999998
4216,KOI-1783.02,284.063137,321.0,0.0,1.34,0.888,89.65,2.51,143.36,0.16280999999999998
4219,KOI-1783.02,284.060953,290.0,0.0,0.96,0.8446,89.95,1.68,170.0,0.16502999999999998
4220,KOI-1783.02,284.060953,290.0,0.0,0.96,0.8446,89.95,1.68,170.0,0.16502999999999998
4221,KOI-217 b,3.90508198,1046.0,0.0,0.89,0.0053,89.95,282.59,11.8844,2.26703
4224,KOI-217 b,3.90508198,1046.0,0.0,0.89,0.0053,89.95,282.59,11.8844,2.26703
4226,KOI-217 b,3.90508198,1046.0,0.0,0.89,0.0053,89.95,282.59,11.8844,2.26703
4231,KOI-217 b,3.90508168,1046.0,0.0,0.89,0.131,89.37,282.59,11.907,2.13405
4232,KOI-351 b,7.00821787,1062.0,0.0,1.2,0.156,89.36,300.58,14.03,0.011640000000000001
4237,KOI-351 b,7.00828076,1061.0,0.0,1.05,0.083,89.95,299.49,14.53,0.011859999999999999
4238,KOI-351 b,7.00828076,1061.0,0.0,1.05,0.083,89.95,299.49,14.53,0.011859999999999999
4240,KOI-351 c,8.71982853,986.0,0.0,1.05,0.0818,89.95,223.35,17.8,0.0147
4241,KOI-351 c,8.71980135,987.0,0.0,1.2,0.34299999999999997,88.84,224.47,16.94,0.016040000000000002
4244,KOI-351 c,8.71982853,986.0,0.0,1.05,0.0818,89.95,223.35,17.8,0.0147
4252,KOI-351 d,59.737034799999996,519.0,0.0,1.05,0.0404,89.95,17.18,58.152,0.05778
4255,KOI-351 d,59.737034799999996,519.0,0.0,1.05,0.0404,89.95,17.18,58.152,0.05778
4256,KOI-351 d,59.7371443,520.0,0.0,1.2,0.005,89.99,17.26,58.2791,0.056639999999999996
4259,KOI-351 e,91.9404603,450.0,0.0,1.05,0.1619,89.95,9.67,78.22,0.04785
4263,KOI-351 e,91.9404603,450.0,0.0,1.05,0.1619,89.95,9.67,78.22,0.04785
4264,KOI-351 e,91.9401253,450.0,0.0,1.2,0.025,89.98,9.71,77.89,0.04829
4268,KOI-351 f,124.92251599999999,407.0,0.0,1.2,0.943,88.33,6.45,32.3,0.04987
4269,KOI-351 f,124.91633700000001,406.0,0.0,1.05,0.4617,89.95,6.43,85.8,0.05194
4272,KOI-351 f,124.91633700000001,406.0,0.0,1.05,0.4617,89.95,6.43,85.8,0.05194
4274,KOI-351 g,210.60138430000003,342.0,0.0,1.2,0.002,90.0,3.22,142.042,0.41593
4275,KOI-351 g,210.60311049999999,341.0,0.0,1.05,0.0154,89.95,3.2,143.06799999999998,0.41967
4280,KOI-351 g,210.60311049999999,341.0,0.0,1.05,0.0154,89.95,3.2,143.06799999999998,0.41967
4283,KOI-351 h,331.60110810000003,293.0,0.0,1.05,0.5485,89.95,1.75,161.6,0.8389
4288,KOI-351 h,331.60110810000003,293.0,0.0,1.05,0.5485,89.95,1.75,161.6,0.8389
4290,KOI-351 h,331.59727319999996,294.0,0.0,1.2,0.02,89.99,1.76,190.456,0.83221
4292,KOI-351 h,331.60110810000003,293.0,0.0,1.05,0.5485,89.95,1.75,161.6,0.8389
4295,KOI-3680 b,141.2415405,352.0,0.0,1.02,0.12,89.96,3.62,174.95,1.29905
4296,KOI-3680 b,141.2416467,342.0,0.0,0.91,0.1338,89.95,3.25,175.5,1.3629799999999999
4297,KOI-3680 b,141.2416467,342.0,0.0,0.91,0.1338,89.95,3.25,175.5,1.3629799999999999
4299,KOI-3680 b,141.2416467,342.0,0.0,0.91,0.1338,89.95,3.25,175.5,1.3629799999999999
4302,KOI-94 b,3.74317556,1391.0,0.0,1.3,0.6516,83.65,885.02,5.98,0.01286
4307,KOI-94 b,3.74317556,1391.0,0.0,1.3,0.6516,83.65,885.02,5.98,0.01286
4308,KOI-94 b,3.74316673,1423.0,0.0,1.33,0.008,89.94,971.76,7.854,0.012629999999999999
4309,KOI-94 b,3.74317556,1391.0,0.0,1.3,0.6516,83.65,885.02,5.98,0.01286
4315,KOI-94 c,10.42367777,989.0,0.0,1.3,0.127,89.38,225.89,15.514000000000001,0.07951
4316,KOI-94 c,10.42367777,989.0,0.0,1.3,0.127,89.38,225.89,15.514000000000001,0.07951
4317,KOI-94 c,10.42367744,1012.0,0.0,1.33,0.005,89.98,247.48,15.639000000000001,0.07773
4320,KOI-94 c,10.42367777,989.0,0.0,1.3,0.127,89.38,225.89,15.514000000000001,0.07951
4331,KOI-94 d,22.34296958,767.0,0.0,1.3,0.0056,89.95,81.73,27.2965,0.56752
4337,KOI-94 d,22.34296958,767.0,0.0,1.3,0.0056,89.95,81.73,27.2965,0.56752
4338,KOI-94 d,22.34296483,785.0,0.0,1.33,0.031,89.93,89.61,27.368000000000002,0.56128
4339,KOI-94 d,22.34296958,767.0,0.0,1.3,0.0056,89.95,81.73,27.2965,0.56752
4343,KOI-94 e,54.31998605,570.0,0.0,1.3,0.0352,89.95,25.01,51.0008,0.19962
4346,KOI-94 e,54.31998605,570.0,0.0,1.3,0.0352,89.95,25.01,51.0008,0.19962
4349,KOI-94 e,54.31998605,570.0,0.0,1.3,0.0352,89.95,25.01,51.0008,0.19962
4350,KOI-94 e,54.31996151,584.0,0.0,1.33,0.49700000000000005,89.36,27.4,44.3,0.1975
4358,Kepler-10 b,0.83749122,1980.0,0.0,1.04,0.022000000000000002,89.65,3630.32,3.6539800000000002,0.01904
4364,Kepler-10 b,0.83749133,1968.0,0.0,1.06,0.0489,89.38,3545.07,3.628,0.019190000000000002
4366,Kepler-10 b,0.83749133,1968.0,0.0,1.06,0.0489,89.38,3545.07,3.628,0.019190000000000002
4369,Kepler-10 b,0.83749133,1968.0,0.0,1.06,0.0489,89.38,3545.07,3.628,0.019190000000000002
4374,Kepler-10 c,45.29431717,521.0,0.0,1.06,0.019,89.95,17.41,51.347,0.04768
4380,Kepler-10 c,45.29431717,521.0,0.0,1.06,0.019,89.95,17.41,51.347,0.04768
4381,Kepler-10 c,45.29422297,524.0,0.0,1.04,0.025,89.97,17.75,51.653,0.04771
4383,Kepler-10 c,45.29431717,521.0,0.0,1.06,0.019,89.95,17.41,51.347,0.04768
4391,Kepler-100 b,6.88706037,1163.0,0.0,1.49,0.5134,87.09,432.81,10.33,0.007390000000000001
4394,Kepler-100 b,6.88707073,1155.0,0.0,1.47,0.696,85.37,420.97,8.62,0.00687
4396,Kepler-100 b,6.88706037,1163.0,0.0,1.49,0.5134,87.09,432.81,10.33,0.007390000000000001
4397,Kepler-100 b,6.88706037,1163.0,0.0,1.49,0.5134,87.09,432.81,10.33,0.007390000000000001
4402,Kepler-100 c,12.81588378,946.0,0.0,1.49,0.5891,87.09,189.05,12.7,0.02181
4403,Kepler-100 c,12.81588378,946.0,0.0,1.49,0.5891,87.09,189.05,12.7,0.02181
4411,Kepler-100 c,12.81588378,946.0,0.0,1.49,0.5891,87.09,189.05,12.7,0.02181
4413,Kepler-100 c,12.81590421,939.0,0.0,1.47,0.58,87.4,183.68,12.77,0.02205
4420,Kepler-100 d,35.3330866,674.0,0.0,1.49,0.5942,88.81,48.89,37.3,0.00938
4421,Kepler-100 d,35.333193200000004,670.0,0.0,1.47,0.6559999999999999,88.92,47.52,34.7,0.00997
4422,Kepler-100 d,35.3330866,674.0,0.0,1.49,0.5942,88.81,48.89,37.3,0.00938
4424,Kepler-100 d,35.3330866,674.0,0.0,1.49,0.5942,88.81,48.89,37.3,0.00938
4426,Kepler-1000 b,120.01812720000001,501.0,0.0,1.48,0.6667,89.38,14.87,61.9,0.08828
4427,Kepler-1000 b,120.01812720000001,501.0,0.0,1.48,0.6667,89.38,14.87,61.9,0.08828
4428,Kepler-1000 b,120.01812720000001,501.0,0.0,1.48,0.6667,89.38,14.87,61.9,0.08828
4429,Kepler-1000 b,120.0183551,473.0,0.0,1.47,0.58,89.5,11.84,66.9,0.0886
4436,Kepler-1001 b,14.30517579,693.0,0.0,0.85,0.924,85.25,54.59,11.17,0.08634
4439,Kepler-1001 b,14.30511983,695.0,0.0,0.85,0.8943,85.94,55.23,12.76,0.09498
4440,Kepler-1001 b,14.30511983,695.0,0.0,0.85,0.8943,85.94,55.23,12.76,0.09498
4445,Kepler-1001 b,14.30511983,695.0,0.0,0.85,0.8943,85.94,55.23,12.76,0.09498
4448,Kepler-1001 c,9.18186435,806.0,0.0,0.85,0.3754,88.81,99.6,19.53,0.032639999999999995
4449,Kepler-1001 c,9.18186435,806.0,0.0,0.85,0.3754,88.81,99.6,19.53,0.032639999999999995
4450,Kepler-1001 c,9.18186435,806.0,0.0,0.85,0.3754,88.81,99.6,19.53,0.032639999999999995
4451,Kepler-1001 c,9.18189122,804.0,0.0,0.85,0.971,79.49,98.61,5.32,0.03636
4456,Kepler-1002 b,4.33642933,1428.0,0.0,1.56,0.1389,88.81,981.68,8.095,0.010920000000000001
4458,Kepler-1002 b,4.33642933,1428.0,0.0,1.56,0.1389,88.81,981.68,8.095,0.010920000000000001
4460,Kepler-1002 b,4.33643506,1453.0,0.0,1.6,0.6409999999999999,84.15,1054.56,6.29,0.01085
4461,Kepler-1002 b,4.33642933,1428.0,0.0,1.56,0.1389,88.81,981.68,8.095,0.010920000000000001
4462,Kepler-1003 b,3.55485691,1155.0,0.0,0.83,0.0393,89.95,421.09,13.104000000000001,0.024030000000000003
4464,Kepler-1003 b,3.55485634,1157.0,0.0,0.83,0.331,88.47,425.04,12.41,0.02329
4465,Kepler-1003 b,3.55485691,1155.0,0.0,0.83,0.0393,89.95,421.09,13.104000000000001,0.024030000000000003
4469,Kepler-1003 b,3.55485691,1155.0,0.0,0.83,0.0393,89.95,421.09,13.104000000000001,0.024030000000000003
4473,Kepler-1004 b,5.28790754,1661.0,0.0,3.82,0.474,83.69,1802.31,4.32,0.03439
4474,Kepler-1004 b,5.28789787,1662.0,0.0,3.79,0.4636,83.65,1805.27,4.35,0.034839999999999996
4475,Kepler-1004 b,5.28789787,1662.0,0.0,3.79,0.4636,83.65,1805.27,4.35,0.034839999999999996
4481,Kepler-1004 b,5.28789787,1662.0,0.0,3.79,0.4636,83.65,1805.27,4.35,0.034839999999999996
4483,Kepler-1005 b,6.498014700000001,1026.0,0.0,1.1,0.92,84.0,262.18,8.8,0.01909
4484,Kepler-1005 b,6.49801525,1027.0,0.0,1.1,0.1732,89.38,262.88,21.39,0.01945
4485,Kepler-1005 b,6.49801525,1027.0,0.0,1.1,0.1732,89.38,262.88,21.39,0.01945
4490,Kepler-1005 b,6.49801525,1027.0,0.0,1.1,0.1732,89.38,262.88,21.39,0.01945
4493,Kepler-1006 b,19.76172042,791.0,0.0,1.18,0.6317,88.81,92.38,33.6,0.03959
4495,Kepler-1006 b,19.76172042,791.0,0.0,1.18,0.6317,88.81,92.38,33.6,0.03959
4497,Kepler-1006 b,19.76169247,791.0,0.0,1.18,0.924,86.86,92.38,16.87,0.03925
4500,Kepler-1006 b,19.76172042,791.0,0.0,1.18,0.6317,88.81,92.38,33.6,0.03959
4502,Kepler-1007 b,5.18500207,652.0,0.0,0.56,0.0759,89.95,42.62,18.5,0.044719999999999996
4503,Kepler-1007 b,5.18498961,652.0,0.0,0.56,0.021,89.94,42.62,18.865,0.04301
4504,Kepler-1007 b,5.18500207,652.0,0.0,0.56,0.0759,89.95,42.62,18.5,0.044719999999999996
4508,Kepler-1007 b,5.18500207,652.0,0.0,0.56,0.0759,89.95,42.62,18.5,0.044719999999999996
4511,Kepler-1008 b,12.43931193,927.0,0.0,1.73,0.1154,89.95,174.46,30.711,0.028210000000000002
4514,Kepler-1008 b,12.43929428,627.0,0.0,0.77,0.6629999999999999,88.35,36.57,23.03,0.02543
4517,Kepler-1008 b,12.43931193,927.0,0.0,1.73,0.1154,89.95,174.46,30.711,0.028210000000000002
4520,Kepler-1008 b,12.43931193,927.0,0.0,1.73,0.1154,89.95,174.46,30.711,0.028210000000000002
4521,Kepler-1009 b,11.35011917,445.0,0.0,0.54,0.6929,88.81,9.26,28.1,0.12972999999999998
4522,Kepler-1009 b,11.35011917,445.0,0.0,0.54,0.6929,88.81,9.26,28.1,0.12972999999999998
4524,Kepler-1009 b,11.35010642,403.0,0.0,0.51,0.035,89.95,6.25,39.21,0.1221
4528,Kepler-1009 b,11.35011917,445.0,0.0,0.54,0.6929,88.81,9.26,28.1,0.12972999999999998
4532,Kepler-101 b,3.48768943,1291.0,0.0,1.21,0.0356,89.95,656.81,7.1833,0.134
4534,Kepler-101 b,3.48768943,1291.0,0.0,1.21,0.0356,89.95,656.81,7.1833,0.134
4540,Kepler-101 b,3.48768878,1445.0,0.0,1.59,0.026000000000000002,89.79,1033.07,7.19235,0.12988
4541,Kepler-101 b,3.48768943,1291.0,0.0,1.21,0.0356,89.95,656.81,7.1833,0.134
4544,Kepler-101 c,6.02977241,1204.0,0.0,1.59,0.379,88.0,496.46,10.87,0.0054600000000000004
4545,Kepler-101 c,6.02979518,1075.0,0.0,1.21,0.4143,87.66,315.74,10.83,0.00555
4546,Kepler-101 c,6.02979518,1075.0,0.0,1.21,0.4143,87.66,315.74,10.83,0.00555
4547,Kepler-101 c,6.02979518,1075.0,0.0,1.21,0.4143,87.66,315.74,10.83,0.00555
4552,Kepler-1010 b,34.2685705,498.0,0.0,0.87,0.626,89.38,14.56,44.2,0.07496
4553,Kepler-1010 b,34.2685741,477.0,0.0,0.87,0.677,89.07,12.2,41.8,0.06992999999999999
4556,Kepler-1010 b,34.2685705,498.0,0.0,0.87,0.626,89.38,14.56,44.2,0.07496
4561,Kepler-1010 b,34.2685705,498.0,0.0,0.87,0.626,89.38,14.56,44.2,0.07496
4563,Kepler-1011 b,5.75322197,920.0,0.0,0.93,0.8398,87.09,169.44,15.6,0.08151
4564,Kepler-1011 b,5.75322197,920.0,0.0,0.93,0.8398,87.09,169.44,15.6,0.08151
4565,Kepler-1011 b,5.75322197,920.0,0.0,0.93,0.8398,87.09,169.44,15.6,0.08151
4571,Kepler-1011 b,5.75321539,920.0,0.0,0.93,0.9209999999999999,85.36,169.44,11.38,0.07338
4572,Kepler-1012 b,5.50860439,931.0,0.0,0.9,0.1798,89.38,177.78,14.25,0.02121
4576,Kepler-1012 b,5.50860439,931.0,0.0,0.9,0.1798,89.38,177.78,14.25,0.02121
4579,Kepler-1012 b,5.50860439,931.0,0.0,0.9,0.1798,89.38,177.78,14.25,0.02121
4581,Kepler-1012 b,5.50860699,934.0,0.0,0.88,0.879,82.78,179.62,7.0,0.020390000000000002
4582,Kepler-1013 b,18.93054959,766.0,0.0,1.64,0.7017,88.81,81.42,32.4,0.07201
4583,Kepler-1013 b,18.93054959,766.0,0.0,1.64,0.7017,88.81,81.42,32.4,0.07201
4585,Kepler-1013 b,18.93055119,766.0,0.0,1.64,0.583,89.07,81.42,36.1,0.0684
4588,Kepler-1013 b,18.93054959,766.0,0.0,1.64,0.7017,88.81,81.42,32.4,0.07201
4594,Kepler-1014 b,16.57099265,614.0,0.0,0.78,0.55,89.16,33.53,37.6,0.06448999999999999
4595,Kepler-1014 b,16.57110363,619.0,0.0,0.79,0.7453,88.81,34.67,30.1,0.06662
4597,Kepler-1014 b,16.57110363,619.0,0.0,0.79,0.7453,88.81,34.67,30.1,0.06662
4598,Kepler-1014 b,16.57110363,619.0,0.0,0.79,0.7453,88.81,34.67,30.1,0.06662
4603,Kepler-1015 b,16.00494214,938.0,0.0,1.34,0.0159,89.95,182.89,19.254,0.03657
4604,Kepler-1015 b,16.00494214,938.0,0.0,1.34,0.0159,89.95,182.89,19.254,0.03657
4605,Kepler-1015 b,16.00494214,938.0,0.0,1.34,0.0159,89.95,182.89,19.254,0.03657
4610,Kepler-1015 b,16.00496657,1040.0,0.0,1.9,0.013000000000000001,89.96,276.53,19.140320000000003,0.03775
4617,Kepler-1016 b,1.95452434,1482.0,0.0,0.95,0.7361,81.93,1140.67,5.1,0.04231
4618,Kepler-1016 b,1.95452434,1482.0,0.0,0.95,0.7361,81.93,1140.67,5.1,0.04231
4619,Kepler-1016 b,1.95452597,1540.0,0.0,1.14,0.6729999999999999,82.98,1331.18,5.51,0.03928
4620,Kepler-1016 b,1.95452434,1482.0,0.0,0.95,0.7361,81.93,1140.67,5.1,0.04231
4621,Kepler-1016 c,105.65513689999999,392.0,0.0,0.95,0.0767,89.95,5.59,90.02,0.1351
4626,Kepler-1016 c,105.65526509999998,407.0,0.0,1.14,0.371,89.74,6.51,83.0,0.13669
4627,Kepler-1016 c,105.65513689999999,392.0,0.0,0.95,0.0767,89.95,5.59,90.02,0.1351
4628,Kepler-1016 c,105.65513689999999,392.0,0.0,0.95,0.0767,89.95,5.59,90.02,0.1351
4630,Kepler-1017 b,7.23400381,831.0,0.0,0.85,0.032,89.93,112.48,26.01,0.04533
4631,Kepler-1017 b,7.23400469,1047.0,0.0,1.33,0.6297,88.24,284.24,20.54,0.04924
4633,Kepler-1017 b,7.23400469,1047.0,0.0,1.33,0.6297,88.24,284.24,20.54,0.04924
4637,Kepler-1017 b,7.23400469,1047.0,0.0,1.33,0.6297,88.24,284.24,20.54,0.04924
4640,Kepler-1018 b,49.1013514,477.0,0.0,0.92,0.3979,89.38,12.25,56.2,0.08564
4642,Kepler-1018 b,49.1013514,477.0,0.0,0.92,0.3979,89.38,12.25,56.2,0.08564
4647,Kepler-1018 b,49.1011093,498.0,0.0,1.11,0.52,89.43,14.57,52.4,0.08456
4648,Kepler-1018 b,49.1013514,477.0,0.0,0.92,0.3979,89.38,12.25,56.2,0.08564
4651,Kepler-1019 b,1.41122985,1049.0,0.0,0.62,0.747,81.93,286.57,5.45,0.03957
4652,Kepler-1019 b,1.41122985,1049.0,0.0,0.62,0.747,81.93,286.57,5.45,0.03957
4654,Kepler-1019 b,1.41122985,1049.0,0.0,0.62,0.747,81.93,286.57,5.45,0.03957
4659,Kepler-1019 b,1.41123002,1164.0,0.0,0.74,0.851,78.73,436.04,4.35,0.03882
4662,Kepler-102 b,5.28695437,797.0,0.0,0.76,0.4052,88.24,95.21,14.37,0.0043
4665,Kepler-102 b,5.28695437,797.0,0.0,0.76,0.4052,88.24,95.21,14.37,0.0043
4667,Kepler-102 b,5.28695437,797.0,0.0,0.76,0.4052,88.24,95.21,14.37,0.0043
4668,Kepler-102 b,5.28691996,792.0,0.0,0.74,0.705,86.41,92.97,11.27,0.00415
4671,Kepler-102 c,7.07136076,723.0,0.0,0.76,0.0839,89.95,64.54,19.718,0.00629
4675,Kepler-102 c,7.07136076,723.0,0.0,0.76,0.0839,89.95,64.54,19.718,0.00629
4677,Kepler-102 c,7.07136076,723.0,0.0,0.76,0.0839,89.95,64.54,19.718,0.00629
4678,Kepler-102 c,7.07136119,719.0,0.0,0.74,0.6579999999999999,87.48,63.11,14.99,0.00657
4685,Kepler-102 d,10.31173752,638.0,0.0,0.76,0.7672,87.09,39.04,16.43,0.02823
4686,Kepler-102 d,10.31174786,634.0,0.0,0.74,0.747,87.5,38.13,17.1,0.027589999999999996
4690,Kepler-102 d,10.31173752,638.0,0.0,0.76,0.7672,87.09,39.04,16.43,0.02823
4691,Kepler-102 d,10.31173752,638.0,0.0,0.76,0.7672,87.09,39.04,16.43,0.02823
4697,Kepler-102 e,16.14569077,549.0,0.0,0.76,0.6842,88.24,21.46,25.53,0.09892000000000001
4698,Kepler-102 e,16.14569077,549.0,0.0,0.76,0.6842,88.24,21.46,25.53,0.09892000000000001
4704,Kepler-102 e,16.14569077,549.0,0.0,0.76,0.6842,88.24,21.46,25.53,0.09892000000000001
4705,Kepler-102 e,16.14567193,546.0,0.0,0.74,0.75,88.17,20.98,23.44,0.09411
4707,Kepler-102 f,27.4537294,460.0,0.0,0.76,0.1053,89.95,10.58,59.57,0.01163
4711,Kepler-102 f,27.4536146,457.0,0.0,0.74,0.765,88.82,10.34,37.1,0.013640000000000001
