,pl_name,pl_orbper,pl_eqt,pl_orbeccen,st_rad,pl_imppar,pl_orbincl,pl_insol,pl_ratdor,pl_trandep
16697,Kepler-286 b,1.79632439,1476.0,0.0,0.91,0.2316,88.24,1122.23,6.83,0.022680000000000002
16700,Kepler-286 b,1.79632439,1476.0,0.0,0.91,0.2316,88.24,1122.23,6.83,0.022680000000000002
16701,Kepler-286 b,1.79632095,1367.0,0.0,0.83,0.015,89.88,827.82,7.287999999999999,0.02109
16703,Kepler-286 b,1.79632439,1476.0,0.0,0.91,0.2316,88.24,1122.23,6.83,0.022680000000000002
16707,Kepler-286 c,3.46808239,1186.0,0.0,0.91,0.1415,89.38,467.0,11.27,0.02625
16709,Kepler-286 c,3.46808239,1186.0,0.0,0.91,0.1415,89.38,467.0,11.27,0.02625
16710,Kepler-286 c,3.4680730000000004,1098.0,0.0,0.83,0.14300000000000002,89.28,343.57,11.29,0.024390000000000002
16715,Kepler-286 c,3.46808239,1186.0,0.0,0.91,0.1415,89.38,467.0,11.27,0.02625
16718,Kepler-286 d,5.9142668,919.0,0.0,0.83,0.04,89.87,168.51,17.223,0.02532
16720,Kepler-286 d,5.91428767,992.0,0.0,0.91,0.3214,88.81,228.83,16.25,0.02595
16721,Kepler-286 d,5.91428767,992.0,0.0,0.91,0.3214,88.81,228.83,16.25,0.02595
16722,Kepler-286 d,5.91428767,992.0,0.0,0.91,0.3214,88.81,228.83,16.25,0.02595
16730,Kepler-286 e,29.221510100000003,582.0,0.0,0.91,0.2,89.95,27.18,58.14,0.03883
16731,Kepler-286 e,29.221510100000003,582.0,0.0,0.91,0.2,89.95,27.18,58.14,0.03883
16732,Kepler-286 e,29.221510100000003,582.0,0.0,0.91,0.2,89.95,27.18,58.14,0.03883
16733,Kepler-286 e,29.221495899999997,539.0,0.0,0.83,0.779,88.78,20.03,36.6,0.0394
16738,Kepler-287 b,20.34237838,667.0,0.0,1.07,0.826,88.83,46.93,40.4,0.05646
16742,Kepler-287 b,20.34234237,680.0,0.0,1.01,0.3406,89.95,50.51,67.1,0.05566
16743,Kepler-287 b,20.34234237,680.0,0.0,1.01,0.3406,89.95,50.51,67.1,0.05566
16744,Kepler-287 b,20.34234237,680.0,0.0,1.01,0.3406,89.95,50.51,67.1,0.05566
16754,Kepler-287 c,44.852099700000004,513.0,0.0,1.07,0.807,89.24,16.35,61.2,0.07808
16755,Kepler-287 c,44.8521071,522.0,0.0,1.01,0.9112,88.81,17.59,43.3,0.08221
16756,Kepler-287 c,44.8521071,522.0,0.0,1.01,0.9112,88.81,17.59,43.3,0.08221
16758,Kepler-287 c,44.8521071,522.0,0.0,1.01,0.9112,88.81,17.59,43.3,0.08221
16760,Kepler-288 b,6.09750607,1068.0,0.0,1.07,0.1768,89.38,307.62,14.48,0.02365
16764,Kepler-288 b,6.09750607,1068.0,0.0,1.07,0.1768,89.38,307.62,14.48,0.02365
16766,Kepler-288 b,6.09750607,1068.0,0.0,1.07,0.1768,89.38,307.62,14.48,0.02365
16768,Kepler-288 b,6.09747233,1197.0,0.0,1.52,0.012,89.95,485.84,13.767999999999999,0.021759999999999998
16770,Kepler-288 c,19.30577159,728.0,0.0,1.07,0.1287,89.95,66.23,35.12,0.08048
16771,Kepler-288 c,19.30577159,728.0,0.0,1.07,0.1287,89.95,66.23,35.12,0.08048
16776,Kepler-288 c,19.30577159,728.0,0.0,1.07,0.1287,89.95,66.23,35.12,0.08048
16777,Kepler-288 c,19.30581662,815.0,0.0,1.52,0.001,90.0,104.41,35.21,0.07091
16780,Kepler-288 d,56.637918000000006,570.0,0.0,1.52,0.298,89.75,24.87,68.6,0.05897
16781,Kepler-288 d,56.6388791,508.0,0.0,1.07,0.9585,87.09,15.77,20.5,0.0685
16783,Kepler-288 d,56.6388791,508.0,0.0,1.07,0.9585,87.09,15.77,20.5,0.0685
16787,Kepler-288 d,56.6388791,508.0,0.0,1.07,0.9585,87.09,15.77,20.5,0.0685
16793,Kepler-289 b,34.5438464,750.0,0.0,1.6,0.1736,89.95,74.61,79.76,0.04494
16796,Kepler-289 b,34.5439452,607.0,0.0,1.11,0.87,88.77,32.02,40.6,0.042980000000000004
16799,Kepler-289 b,34.5438464,750.0,0.0,1.6,0.1736,89.95,74.61,79.76,0.04494
16801,Kepler-289 b,34.5438464,750.0,0.0,1.6,0.1736,89.95,74.61,79.76,0.04494
16807,Kepler-289 c,125.86543390000001,487.0,0.0,1.6,0.2243,89.95,13.31,115.42,1.27149
16808,Kepler-289 c,125.86543390000001,487.0,0.0,1.6,0.2243,89.95,13.31,115.42,1.27149
16810,Kepler-289 c,125.86540190000001,394.0,0.0,1.11,0.10099999999999999,89.95,5.71,116.95,1.23895
16811,Kepler-289 c,125.86543390000001,487.0,0.0,1.6,0.2243,89.95,13.31,115.42,1.27149
16818,Kepler-29 b,10.3392924,776.0,0.0,0.87,30.2064,39.53,85.83,39.2,0.14502
16820,Kepler-29 b,10.3392924,776.0,0.0,0.87,30.2064,39.53,85.83,39.2,0.14502
16822,Kepler-29 b,10.3392924,776.0,0.0,0.87,30.2064,39.53,85.83,39.2,0.14502
16825,Kepler-29 b,10.3392408,777.0,0.0,0.87,0.15,89.67,86.46,26.22,0.11846
16829,Kepler-29 c,13.28689997,715.0,0.0,0.87,0.017,89.97,61.8,31.83,0.10396
16833,Kepler-29 c,13.28689074,714.0,0.0,0.87,13.8538,55.0,61.37,24.0,0.12749000000000002
16835,Kepler-29 c,13.28689074,714.0,0.0,0.87,13.8538,55.0,61.37,24.0,0.12749000000000002
16838,Kepler-29 c,13.28689074,714.0,0.0,0.87,13.8538,55.0,61.37,24.0,0.12749000000000002
16842,Kepler-290 b,14.58932462,596.0,0.0,0.76,0.1002,89.95,29.88,47.44,0.0865
16844,Kepler-290 b,14.58932462,596.0,0.0,0.76,0.1002,89.95,29.88,47.44,0.0865
16847,Kepler-290 b,14.58932429,594.0,0.0,0.76,0.6940000000000001,88.86,29.53,35.0,0.08313
16848,Kepler-290 b,14.58932462,596.0,0.0,0.76,0.1002,89.95,29.88,47.44,0.0865
16852,Kepler-290 c,36.7704935,437.0,0.0,0.76,0.545,89.44,8.6,55.9,0.13466
16856,Kepler-290 c,36.770473100000004,438.0,0.0,0.76,0.8658,88.81,8.71,33.9,0.14914000000000002
16859,Kepler-290 c,36.770473100000004,438.0,0.0,0.76,0.8658,88.81,8.71,33.9,0.14914000000000002
16860,Kepler-290 c,36.770473100000004,438.0,0.0,0.76,0.8658,88.81,8.71,33.9,0.14914000000000002
16864,Kepler-291 b,3.54653414,1212.0,0.0,0.99,0.1609,89.38,510.26,11.91,0.0484
16867,Kepler-291 b,3.54653414,1212.0,0.0,0.99,0.1609,89.38,510.26,11.91,0.0484
16868,Kepler-291 b,3.54653414,1212.0,0.0,0.99,0.1609,89.38,510.26,11.91,0.0484
16869,Kepler-291 b,3.54653181,1212.0,0.0,0.99,0.633,86.2,510.26,9.56,0.04427
16871,Kepler-291 c,5.70071153,1034.0,0.0,0.99,0.0224,89.95,270.62,27.02,0.03841
16875,Kepler-291 c,5.70071153,1034.0,0.0,0.99,0.0224,89.95,270.62,27.02,0.03841
16876,Kepler-291 c,5.70071153,1034.0,0.0,0.99,0.0224,89.95,270.62,27.02,0.03841
16880,Kepler-291 c,5.70070626,1035.0,0.0,0.99,0.664,88.15,270.62,20.53,0.03798
16885,Kepler-292 b,2.58083264,1130.0,0.0,0.81,0.16,89.0,386.18,9.11,0.02702
16886,Kepler-292 b,2.58082149,1229.0,0.0,0.92,0.5077,86.52,540.05,8.25,0.031139999999999998
16887,Kepler-292 b,2.58082149,1229.0,0.0,0.92,0.5077,86.52,540.05,8.25,0.031139999999999998
16888,Kepler-292 b,2.58082149,1229.0,0.0,0.92,0.5077,86.52,540.05,8.25,0.031139999999999998
16891,Kepler-292 c,3.71545391,1088.0,0.0,0.92,0.2143,88.81,331.41,11.21,0.03905
16893,Kepler-292 c,3.71545391,1088.0,0.0,0.92,0.2143,88.81,331.41,11.21,0.03905
16895,Kepler-292 c,3.71545593,1001.0,0.0,0.81,0.327,88.25,237.42,10.7,0.03317
16899,Kepler-292 c,3.71545391,1088.0,0.0,0.92,0.2143,88.81,331.41,11.21,0.03905
16902,Kepler-292 d,7.0556584,808.0,0.0,0.81,0.301,89.0,100.88,17.32,0.07056
16903,Kepler-292 d,7.0556671,879.0,0.0,0.92,0.0355,89.95,140.85,17.53,0.08148999999999999
16909,Kepler-292 d,7.0556671,879.0,0.0,0.92,0.0355,89.95,140.85,17.53,0.08148999999999999
16910,Kepler-292 d,7.0556671,879.0,0.0,0.92,0.0355,89.95,140.85,17.53,0.08148999999999999
16913,Kepler-292 e,11.978822000000001,737.0,0.0,0.92,0.7932,87.09,69.63,15.25,0.07952000000000001
16918,Kepler-292 e,11.978822000000001,737.0,0.0,0.92,0.7932,87.09,69.63,15.25,0.07952000000000001
16920,Kepler-292 e,11.97884409,678.0,0.0,0.81,0.073,89.83,49.87,24.92,0.07078999999999999
16922,Kepler-292 e,11.978822000000001,737.0,0.0,0.92,0.7932,87.09,69.63,15.25,0.07952000000000001
16923,Kepler-292 f,20.834294699999997,613.0,0.0,0.92,0.6055,88.81,33.29,30.1,0.09575
16930,Kepler-292 f,20.834294699999997,613.0,0.0,0.92,0.6055,88.81,33.29,30.1,0.09575
16931,Kepler-292 f,20.8341497,563.0,0.0,0.81,0.26899999999999996,89.56,23.82,34.84,0.08031
16933,Kepler-292 f,20.834294699999997,613.0,0.0,0.92,0.6055,88.81,33.29,30.1,0.09575
16934,Kepler-293 b,19.25405306,657.0,0.0,0.94,0.124,89.95,44.17,32.87,0.1031
16938,Kepler-293 b,19.25405306,657.0,0.0,0.94,0.124,89.95,44.17,32.87,0.1031
16942,Kepler-293 b,19.25404023,657.0,0.0,0.94,0.5479999999999999,88.86,44.17,27.58,0.09877000000000001
16943,Kepler-293 b,19.25405306,657.0,0.0,0.94,0.124,89.95,44.17,32.87,0.1031
16945,Kepler-293 c,54.1561078,466.0,0.0,0.94,0.8966,88.81,11.12,50.0,0.11553
16948,Kepler-293 c,54.1561078,466.0,0.0,0.94,0.8966,88.81,11.12,50.0,0.11553
16949,Kepler-293 c,54.15583839999999,466.0,0.0,0.94,0.927,88.78,11.12,43.5,0.11098
16951,Kepler-293 c,54.1561078,466.0,0.0,0.94,0.8966,88.81,11.12,50.0,0.11553
16956,Kepler-294 b,3.70120482,1162.0,0.0,0.94,0.1047,89.38,431.21,11.634,0.03637
16957,Kepler-294 b,3.70122061,1087.0,0.0,0.9,0.17800000000000002,89.09,330.02,11.23,0.03274
16959,Kepler-294 b,3.70120482,1162.0,0.0,0.94,0.1047,89.38,431.21,11.634,0.03637
16961,Kepler-294 b,3.70120482,1162.0,0.0,0.94,0.1047,89.38,431.21,11.634,0.03637
16967,Kepler-294 c,6.62643626,957.0,0.0,0.94,0.3181,88.81,198.02,15.43,0.08751
16968,Kepler-294 c,6.62643626,957.0,0.0,0.94,0.3181,88.81,198.02,15.43,0.08751
16969,Kepler-294 c,6.62643441,895.0,0.0,0.9,0.111,89.61,151.59,16.27,0.08146
16972,Kepler-294 c,6.62643626,957.0,0.0,0.94,0.3181,88.81,198.02,15.43,0.08751
16977,Kepler-295 b,12.6450451,741.0,0.0,0.89,0.865,81.36,71.28,5.91,0.01999
16981,Kepler-295 b,12.6450451,741.0,0.0,0.89,0.865,81.36,71.28,5.91,0.01999
16984,Kepler-295 b,12.6450451,741.0,0.0,0.89,0.865,81.36,71.28,5.91,0.01999
16985,Kepler-295 b,12.64504291,741.0,0.0,0.89,0.9309999999999999,77.82,71.28,4.41,0.020040000000000002
16987,Kepler-295 c,21.5262569,620.0,0.0,0.89,0.168,89.38,35.03,19.86,0.01852
16993,Kepler-295 c,21.5262569,620.0,0.0,0.89,0.168,89.38,35.03,19.86,0.01852
16994,Kepler-295 c,21.5262569,620.0,0.0,0.89,0.168,89.38,35.03,19.86,0.01852
16996,Kepler-295 c,21.5262958,621.0,0.0,0.89,0.804,86.2,35.03,12.14,0.019
17004,Kepler-295 d,33.8845825,533.0,0.0,0.89,0.961,85.87,19.13,13.35,0.02241
17011,Kepler-296 b,10.86443187,358.0,0.0,0.37,1.8474,79.64,3.87,10.13,0.09568
17012,Kepler-296 b,10.86443187,358.0,0.0,0.37,1.8474,79.64,3.87,10.13,0.09568
17014,Kepler-296 b,10.8644095,363.0,0.0,0.38,0.763,88.58,4.09,30.8,0.07487
17015,Kepler-296 b,10.86443187,358.0,0.0,0.37,1.8474,79.64,3.87,10.13,0.09568
17028,Kepler-296 c,5.84164124,440.0,0.0,0.37,0.6529,88.24,8.86,18.77,0.15229
17029,Kepler-296 c,5.84164124,440.0,0.0,0.37,0.6529,88.24,8.86,18.77,0.15229
17031,Kepler-296 c,5.84164124,440.0,0.0,0.37,0.6529,88.24,8.86,18.77,0.15229
17037,Kepler-296 c,5.84163661,446.0,0.0,0.38,0.026000000000000002,89.94,9.38,24.61,0.13363
17045,Kepler-296 d,19.85028393,293.0,0.0,0.37,0.7059,88.81,1.73,39.7,0.17428
17046,Kepler-296 d,19.85028393,293.0,0.0,0.37,0.7059,88.81,1.73,39.7,0.17428
17051,Kepler-296 d,19.85029495,297.0,0.0,0.38,0.217,89.77,1.83,54.1,0.16075
17052,Kepler-296 d,19.85028393,293.0,0.0,0.37,0.7059,88.81,1.73,39.7,0.17428
17053,Kepler-296 e,34.141890000000004,244.0,0.0,0.37,0.4093,89.95,0.84,81.6,0.08522
17057,Kepler-296 e,34.1420506,248.0,0.0,0.38,0.105,89.93,0.89,90.33,0.0788
17059,Kepler-296 e,34.141890000000004,244.0,0.0,0.37,0.4093,89.95,0.84,81.6,0.08522
17061,Kepler-296 e,34.141890000000004,244.0,0.0,0.37,0.4093,89.95,0.84,81.6,0.08522
17067,Kepler-296 f,63.3366606,199.0,0.0,0.37,0.3227,89.95,0.37,140.5,0.11102000000000001
17069,Kepler-296 f,63.3366606,199.0,0.0,0.37,0.3227,89.95,0.37,140.5,0.11102000000000001
17071,Kepler-296 f,63.3366606,199.0,0.0,0.37,0.3227,89.95,0.37,140.5,0.11102000000000001
17076,Kepler-296 f,63.3354719,202.0,0.0,0.38,0.028999999999999998,89.99,0.39,136.2,0.0983
17078,Kepler-297 b,38.86840425,579.0,0.0,1.04,0.032,89.95,26.64,49.33,0.10113
17082,Kepler-297 b,38.86840425,579.0,0.0,1.04,0.032,89.95,26.64,49.33,0.10113
17083,Kepler-297 b,38.86840425,579.0,0.0,1.04,0.032,89.95,26.64,49.33,0.10113
17085,Kepler-297 b,38.86848956,509.0,0.0,0.9,0.027999999999999997,89.97,15.89,50.413999999999994,0.10049
17089,Kepler-297 c,74.92771752,466.0,0.0,1.04,0.8133,89.38,11.1,82.4,0.42323999999999995
17090,Kepler-297 c,74.92768653,409.0,0.0,0.9,0.7959999999999999,89.47,6.62,85.5,0.41192
17091,Kepler-297 c,74.92771752,466.0,0.0,1.04,0.8133,89.38,11.1,82.4,0.42323999999999995
17098,Kepler-297 c,74.92771752,466.0,0.0,1.04,0.8133,89.38,11.1,82.4,0.42323999999999995
17100,Kepler-298 b,10.47548192,566.0,0.0,0.65,0.3303,89.38,24.29,34.09,0.12080999999999999
17102,Kepler-298 b,10.47548192,566.0,0.0,0.65,0.3303,89.38,24.29,34.09,0.12080999999999999
17103,Kepler-298 b,10.47548192,566.0,0.0,0.65,0.3303,89.38,24.29,34.09,0.12080999999999999
17104,Kepler-298 b,10.47548084,540.0,0.0,0.61,0.664,88.61,20.15,27.5,0.10707
17114,Kepler-298 c,22.92884482,436.0,0.0,0.65,0.8065,89.38,8.54,56.1,0.09367
17117,Kepler-298 c,22.92884482,436.0,0.0,0.65,0.8065,89.38,8.54,56.1,0.09367
17119,Kepler-298 c,22.92884482,436.0,0.0,0.65,0.8065,89.38,8.54,56.1,0.09367
17120,Kepler-298 c,22.92886314,416.0,0.0,0.61,0.805,89.15,7.09,54.2,0.09089
17123,Kepler-298 d,77.47407240000001,291.0,0.0,0.65,0.7061,89.38,1.68,108.3,0.17217000000000002
17128,Kepler-298 d,77.47407240000001,291.0,0.0,0.65,0.7061,89.38,1.68,108.3,0.17217000000000002
17129,Kepler-298 d,77.47407240000001,291.0,0.0,0.65,0.7061,89.38,1.68,108.3,0.17217000000000002
17131,Kepler-298 d,77.47409909999999,277.0,0.0,0.61,0.758,89.57,1.4,101.0,0.15436
17133,Kepler-299 b,2.92721559,1241.0,0.0,0.92,0.3645,87.66,561.53,8.05,0.01732
17137,Kepler-299 b,2.92721559,1241.0,0.0,0.92,0.3645,87.66,561.53,8.05,0.01732
17138,Kepler-299 b,2.92721559,1241.0,0.0,0.92,0.3645,87.66,561.53,8.05,0.01732
17139,Kepler-299 b,2.92721119,1258.0,0.0,1.0,0.043,89.72,593.23,8.902000000000001,0.01702
17143,Kepler-299 c,6.88595559,933.0,0.0,0.92,0.6453,87.09,179.51,11.65,0.04233
17144,Kepler-299 c,6.88595222,946.0,0.0,1.0,0.953,78.69,189.35,4.86,0.04285
17148,Kepler-299 c,6.88595559,933.0,0.0,0.92,0.6453,87.09,179.51,11.65,0.04233
17149,Kepler-299 c,6.88595559,933.0,0.0,0.92,0.6453,87.09,179.51,11.65,0.04233
17152,Kepler-299 d,15.0549356,729.0,0.0,1.0,0.321,89.2,66.72,23.07,0.025639999999999996
17153,Kepler-299 d,15.0548689,719.0,0.0,0.92,0.7615,87.09,63.33,16.53,0.030189999999999998
17159,Kepler-299 d,15.0548689,719.0,0.0,0.92,0.7615,87.09,63.33,16.53,0.030189999999999998
17161,Kepler-299 d,15.0548689,719.0,0.0,0.92,0.7615,87.09,63.33,16.53,0.030189999999999998
17163,Kepler-299 e,38.2856338,534.0,0.0,1.0,0.115,89.85,19.24,45.4,0.03228
17165,Kepler-299 e,38.2856338,527.0,0.0,0.92,0.2531,89.95,18.23,44.9,0.034589999999999996
17166,Kepler-299 e,38.2856338,527.0,0.0,0.92,0.2531,89.95,18.23,44.9,0.034589999999999996
17172,Kepler-299 e,38.2856338,527.0,0.0,0.92,0.2531,89.95,18.23,44.9,0.034589999999999996
17177,Kepler-30 b,29.159861499999998,524.0,0.0,0.87,0.3619,89.38,17.85,44.2,0.0488
17182,Kepler-30 b,29.159861499999998,524.0,0.0,0.87,0.3619,89.38,17.85,44.2,0.0488
17185,Kepler-30 c,60.32488611,411.0,0.0,0.87,0.2149,89.95,6.77,77.24,2.26179
17189,Kepler-30 c,60.32494216,411.0,0.0,0.87,0.22399999999999998,89.83,6.77,77.04,2.0280400000000003
17193,Kepler-30 c,60.32488611,411.0,0.0,0.87,0.2149,89.95,6.77,77.24,2.26179
17194,Kepler-30 c,60.32488611,411.0,0.0,0.87,0.2149,89.95,6.77,77.24,2.26179
17198,Kepler-30 d,143.20630469999998,308.0,0.0,0.87,0.379,89.83,2.14,125.8,1.05657
17200,Kepler-30 d,143.20635180000002,308.0,0.0,0.87,0.3889,89.95,2.14,125.2,1.1636799999999998
17201,Kepler-30 d,143.20635180000002,308.0,0.0,0.87,0.3889,89.95,2.14,125.2,1.1636799999999998
17202,Kepler-30 d,143.20635180000002,308.0,0.0,0.87,0.3889,89.95,2.14,125.2,1.1636799999999998
17208,Kepler-300 b,10.44636649,812.0,0.0,0.88,0.8495,87.66,102.77,19.16,0.03501
17211,Kepler-300 b,10.44635944,812.0,0.0,0.88,0.9670000000000001,84.3,102.77,9.73,0.03542
17214,Kepler-300 b,10.44636649,812.0,0.0,0.88,0.8495,87.66,102.77,19.16,0.03501
17215,Kepler-300 b,10.44636649,812.0,0.0,0.88,0.8495,87.66,102.77,19.16,0.03501
17218,Kepler-300 c,40.71511029999999,516.0,0.0,0.88,0.4888,89.38,16.76,32.72,0.056720000000000007
17220,Kepler-300 c,40.71511029999999,516.0,0.0,0.88,0.4888,89.38,16.76,32.72,0.056720000000000007
17225,Kepler-300 c,40.71511029999999,516.0,0.0,0.88,0.4888,89.38,16.76,32.72,0.056720000000000007
17228,Kepler-300 c,40.715049799999996,516.0,0.0,0.88,0.638,88.74,16.76,29.0,0.056389999999999996
17230,Kepler-301 b,2.50855329,1278.0,0.0,0.88,0.009000000000000001,89.94,629.8,8.587,0.021159999999999998
17234,Kepler-301 b,2.5085541,1278.0,0.0,0.88,0.0282,89.95,629.8,8.366,0.02314
17237,Kepler-301 b,2.5085541,1278.0,0.0,0.88,0.0282,89.95,629.8,8.366,0.02314
17238,Kepler-301 b,2.5085541,1278.0,0.0,0.88,0.0282,89.95,629.8,8.366,0.02314
17240,Kepler-301 c,5.41907559,989.0,0.0,0.88,0.0183,89.95,225.71,18.428,0.025
17243,Kepler-301 c,5.41907559,989.0,0.0,0.88,0.0183,89.95,225.71,18.428,0.025
17244,Kepler-301 c,5.41907559,989.0,0.0,0.88,0.0183,89.95,225.71,18.428,0.025
17245,Kepler-301 c,5.41908491,989.0,0.0,0.88,0.536,87.99,225.71,15.26,0.0231
17250,Kepler-301 d,13.75134642,725.0,0.0,0.88,0.6737,88.24,65.24,20.35,0.04412
17252,Kepler-301 d,13.75134642,725.0,0.0,0.88,0.6737,88.24,65.24,20.35,0.04412
17256,Kepler-301 d,13.75134642,725.0,0.0,0.88,0.6737,88.24,65.24,20.35,0.04412
17257,Kepler-301 d,13.75129636,725.0,0.0,0.88,0.359,89.21,65.24,25.96,0.03485
17260,Kepler-302 b,30.1837021,634.0,0.0,1.18,0.011000000000000001,89.98,38.2,40.33,0.09749
17265,Kepler-302 b,30.183685399999998,568.0,0.0,0.88,0.0937,89.95,24.6,40.23,0.10611
17268,Kepler-302 b,30.183685399999998,568.0,0.0,0.88,0.0937,89.95,24.6,40.23,0.10611
17270,Kepler-302 b,30.183685399999998,568.0,0.0,0.88,0.0937,89.95,24.6,40.23,0.10611
17271,Kepler-302 c,127.2824031,352.0,0.0,0.88,0.8224,89.38,3.61,98.65,0.88276
17274,Kepler-302 c,127.2824031,352.0,0.0,0.88,0.8224,89.38,3.61,98.65,0.88276
17276,Kepler-302 c,127.2824442,392.0,0.0,1.18,0.8270000000000001,89.51,5.61,97.12,0.80886
17278,Kepler-302 c,127.2824031,352.0,0.0,0.88,0.8224,89.38,3.61,98.65,0.88276
17282,Kepler-303 b,1.93702997,802.0,0.0,0.49,0.105,89.41,97.94,10.175,0.03123
17288,Kepler-303 b,1.93703207,794.0,0.0,0.51,0.1159,89.38,93.83,10.157,0.03467
17290,Kepler-303 b,1.93703207,794.0,0.0,0.51,0.1159,89.38,93.83,10.157,0.03467
17295,Kepler-303 b,1.93703207,794.0,0.0,0.51,0.1159,89.38,93.83,10.157,0.03467
17297,Kepler-303 c,7.06117359,516.0,0.0,0.51,0.0244,89.95,16.74,54.222,0.04975
17298,Kepler-303 c,7.06117322,521.0,0.0,0.49,0.845,88.38,17.41,29.9,0.04817
17302,Kepler-303 c,7.06117359,516.0,0.0,0.51,0.0244,89.95,16.74,54.222,0.04975
17304,Kepler-303 c,7.06117359,516.0,0.0,0.51,0.0244,89.95,16.74,54.222,0.04975
17309,Kepler-304 b,3.29570102,875.0,0.0,0.69,0.267,88.89,138.38,13.83,0.17457
17310,Kepler-304 b,3.29570364,1014.0,0.0,0.89,0.401,88.24,249.85,13.27,0.18579
17312,Kepler-304 b,3.29570364,1014.0,0.0,0.89,0.401,88.24,249.85,13.27,0.18579
17315,Kepler-304 b,3.29570364,1014.0,0.0,0.89,0.401,88.24,249.85,13.27,0.18579
17320,Kepler-304 c,5.31595347,864.0,0.0,0.89,0.0982,89.95,131.97,37.98,0.10497000000000001
17323,Kepler-304 c,5.31595347,864.0,0.0,0.89,0.0982,89.95,131.97,37.98,0.10497000000000001
17324,Kepler-304 c,5.31595347,864.0,0.0,0.89,0.0982,89.95,131.97,37.98,0.10497000000000001
17326,Kepler-304 c,5.31595449,746.0,0.0,0.69,0.718,88.47,73.19,26.9,0.09659
17335,Kepler-304 d,9.65349016,611.0,0.0,0.69,0.149,89.67,32.98,25.95,0.13086
17336,Kepler-304 d,9.6534764,709.0,0.0,0.89,0.1717,89.38,59.64,25.95,0.14322000000000001
17337,Kepler-304 d,9.6534764,709.0,0.0,0.89,0.1717,89.38,59.64,25.95,0.14322000000000001
17340,Kepler-304 d,9.6534764,709.0,0.0,0.89,0.1717,89.38,59.64,25.95,0.14322000000000001
17342,Kepler-304 e,1.49914695,1318.0,0.0,0.89,0.0624,89.38,712.57,8.065,0.0276
17345,Kepler-304 e,1.49914444,1137.0,0.0,0.69,0.331,87.54,395.06,7.73,0.025889999999999996
17348,Kepler-304 e,1.49914695,1318.0,0.0,0.89,0.0624,89.38,712.57,8.065,0.0276
17349,Kepler-304 e,1.49914695,1318.0,0.0,0.89,0.0624,89.38,712.57,8.065,0.0276
17351,Kepler-305 b,5.48711079,855.0,0.0,0.8,0.7611,85.94,126.43,10.27,0.15843
17354,Kepler-305 b,5.48711441,836.0,0.0,0.79,0.812,84.98,115.29,9.28,0.13285999999999998
17355,Kepler-305 b,5.48711079,855.0,0.0,0.8,0.7611,85.94,126.43,10.27,0.15843
17362,Kepler-305 b,5.48711079,855.0,0.0,0.8,0.7611,85.94,126.43,10.27,0.15843
17364,Kepler-305 c,8.29087418,745.0,0.0,0.8,0.8981,84.8,73.01,9.7,0.11765
17365,Kepler-305 c,8.29087418,745.0,0.0,0.8,0.8981,84.8,73.01,9.7,0.11765
17367,Kepler-305 c,8.29087418,745.0,0.0,0.8,0.8981,84.8,73.01,9.7,0.11765
17369,Kepler-305 c,8.29084167,728.0,0.0,0.79,0.929,83.45,66.47,8.14,0.10339000000000001
17377,Kepler-305 d,16.73869035,576.0,0.0,0.79,0.578,89.27,26.06,45.4,0.09967999999999999
17383,Kepler-305 d,16.73865956,590.0,0.0,0.8,0.0376,89.95,28.61,54.49,0.11767999999999999
17384,Kepler-305 d,16.73865956,590.0,0.0,0.8,0.0376,89.95,28.61,54.49,0.11767999999999999
17386,Kepler-305 d,16.73865956,590.0,0.0,0.8,0.0376,89.95,28.61,54.49,0.11767999999999999
17388,Kepler-305 e,3.20539833,1023.0,0.0,0.8,0.1124,89.38,259.22,11.51,0.054279999999999995
17390,Kepler-305 e,3.20539622,1000.0,0.0,0.79,0.512,87.1,236.11,10.11,0.045360000000000004
17391,Kepler-305 e,3.20539833,1023.0,0.0,0.8,0.1124,89.38,259.22,11.51,0.054279999999999995
17392,Kepler-305 e,3.20539833,1023.0,0.0,0.8,0.1124,89.38,259.22,11.51,0.054279999999999995
17394,Kepler-306 b,4.64622383,830.0,0.0,0.72,0.88,83.18,112.18,7.42,0.04465
17395,Kepler-306 b,4.64621076,930.0,0.0,0.85,0.1602,89.38,177.15,15.2,0.04759
17398,Kepler-306 b,4.64621076,930.0,0.0,0.85,0.1602,89.38,177.15,15.2,0.04759
17403,Kepler-306 b,4.64621076,930.0,0.0,0.85,0.1602,89.38,177.15,15.2,0.04759
17406,Kepler-306 c,7.240228500000001,803.0,0.0,0.85,0.1135,89.95,98.13,19.58,0.09668
17407,Kepler-306 c,7.24022418,716.0,0.0,0.72,0.507,88.29,62.1,16.97,0.08649
17408,Kepler-306 c,7.240228500000001,803.0,0.0,0.85,0.1135,89.95,98.13,19.58,0.09668
17412,Kepler-306 c,7.240228500000001,803.0,0.0,0.85,0.1135,89.95,98.13,19.58,0.09668
17418,Kepler-306 d,17.32668599,600.0,0.0,0.85,0.4769,88.81,30.63,28.64,0.08947999999999999
17419,Kepler-306 d,17.32670445,535.0,0.0,0.72,0.7559999999999999,88.0,19.38,21.64,0.08
17422,Kepler-306 d,17.32668599,600.0,0.0,0.85,0.4769,88.81,30.63,28.64,0.08947999999999999
17423,Kepler-306 d,17.32668599,600.0,0.0,0.85,0.4769,88.81,30.63,28.64,0.08947999999999999
